instance_name,instance_vertices,instance_edges,instance_symmetrical_type,has_closed_cycle,k_factor,k_size,worst_nearest_neighbors,avg_nearest_neighbors,best_nearest_neighbors,worst_genetic_algorithm,avg_genetic_algorithm,best_genetic_algorithm,worst_ensemble,avg_ensemble,best_ensemble,worst_solution,avg_solution,best_solution
pr124.tsp,124,7750,TSP,true,0.25,31,15475,15475.0,15475,100535,82134.4,72888,8812,8812.0,8812,100535,44044.71428571428,8812
pr124.tsp,124,7750,TSP,true,0.5,62,34546,34546.0,34546,243771,232537.8,212018,23802,23802.0,23802,243771,123711.61904761905,23802
pr124.tsp,124,7750,TSP,true,0.75,93,41643,41643.0,41643,422720,402483.1,355992,41643,41643.0,41643,422720,213471.61904761905,41643
pr136.tsp,136,9316,TSP,false,0.25,34,25078,25078.0,25078,113051,103944.2,98326,22312,22312.0,22312,113051,61316.19047619047,22312
pr136.tsp,136,9316,TSP,false,0.5,68,57335,57335.0,57335,296254,281602.9,264490,52031,51952.7,51248,296254,161566.2380952381,51248
pr136.tsp,136,9316,TSP,false,0.75,102,85389,85389.0,85389,510787,487391.2,458772,79492,79492.0,79492,510787,274010.5238095238,79492
pr136.tsp,136,9316,TSP,true,0.25,34,26800,26800.0,26800,120228,110527.5,99047,24629,24629.0,24629,120228,65636.42857142857,24629
pr136.tsp,136,9316,TSP,true,0.5,68,61442,61442.0,61442,304197,292236.7,276317,53326,53326.0,53326,304197,167479.47619047618,53326
pr136.tsp,136,9316,TSP,true,0.75,102,92940,92940.0,92940,505145,487827.1,479340,83667,83667.0,83667,505145,276565.7619047619,83667
pr144.tsp,144,10440,TSP,false,0.25,36,10708,10708.0,10708,129308,111750.5,98059,10365,10365.0,10365,129308,58660.142857142855,10365
pr144.tsp,144,10440,TSP,false,0.5,72,26272,26272.0,26272,311071,286828.7,268829,25292,25292.0,25292,311071,149879.95238095237,25292
pr144.tsp,144,10440,TSP,false,0.75,108,41142,41142.0,41142,493883,480589.4,463568,38750,38750.0,38750,493883,249263.61904761905,38750
pr144.tsp,144,10440,TSP,true,0.25,36,15158,15158.0,15158,116325,104241.2,86644,14510,14510.0,14510,116325,57270.0,14510
pr144.tsp,144,10440,TSP,true,0.5,72,32929,32929.0,32929,306209,280606.6,263318,28174,28174.0,28174,306209,148606.42857142858,28174
pr144.tsp,144,10440,TSP,true,0.75,108,50491,50491.0,50491,492637,480130.3,451526,44668,44668.0,44668,492637,252308.2857142857,44668
pr152.tsp,152,11628,TSP,false,0.25,38,12609,12609.0,12609,146791,133603.0,90596,12334,12334.0,12334,146791,70094.23809523809,12334
pr152.tsp,152,11628,TSP,false,0.5,76,28325,28325.0,28325,393263,361321.8,323111,28050,28050.0,28050,393263,186763.95238095237,28050
pr152.tsp,152,11628,TSP,false,0.75,114,58349,58349.0,58349,644187,617796.4,585004,50968,50968.0,50968,644187,321237.7619047619,50968
pr152.tsp,152,11628,TSP,true,0.25,38,13659,13659.0,13659,153475,127752.3,99365,13266,13251.7,13123,153475,67795.19047619047,13123
pr152.tsp,152,11628,TSP,true,0.5,76,34474,34474.0,34474,392755,361601.9,343447,34073,34073.0,34073,392755,190058.2380952381,34073
pr152.tsp,152,11628,TSP,true,0.75,114,64874,64874.0,64874,661296,611661.7,562789,55482,55482.0,55482,661296,320776.71428571426,55482
pr226.tsp,226,25651,TSP,false,0.25,56,25165,25165.0,25165,293157,269161.8,240960,12963,12963.0,12963,293157,135543.47619047618,12963
pr226.tsp,226,25651,TSP,false,0.5,113,53994,53994.0,53994,685619,661726.8,611004,26000,26000.0,26000,685619,330060.09523809527,26000
pr226.tsp,226,25651,TSP,false,0.75,169,69569,69569.0,69569,1079194,1045464.8,993987,45662,45662.0,45662,1079194,522897.0,45662
pr226.tsp,226,25651,TSP,true,0.25,56,30391,30391.0,30391,294194,272787.5,254439,16466,16466.0,16466,294194,139186.95238095237,16466
pr226.tsp,226,25651,TSP,true,0.5,113,66287,66287.0,66287,683597,659404.7,643671,33717,33717.0,33717,683597,333214.4761904762,33717
pr226.tsp,226,25651,TSP,true,0.75,169,80711,80711.0,80711,1091346,1064637.0,1000104,50812,50791.2,50668,1091346,534999.6666666666,50668
pr264.tsp,264,34980,TSP,false,0.25,66,8100,8100.0,8100,196211,175730.0,160816,7700,7700.0,7700,196211,87733.33333333333,7700
pr264.tsp,264,34980,TSP,false,0.5,132,22754,22754.0,22754,461841,430760.1,393356,20852,20852.0,20852,461841,216136.90476190476,20852
pr264.tsp,264,34980,TSP,false,0.75,198,36620,36620.0,36620,717266,687769.0,637251,33665,33665.0,33665,717266,345283.8095238095,33665
pr264.tsp,264,34980,TSP,true,0.25,66,10138,10138.0,10138,187424,171040.0,154808,9203,9203.0,9203,187424,86312.76190476191,9203
pr264.tsp,264,34980,TSP,true,0.5,132,23810,23810.0,23810,424424,415722.4,395164,23130,23130.0,23130,424424,210111.14285714287,23130
pr264.tsp,264,34980,TSP,true,0.75,198,43398,43398.0,43398,714173,693902.1,634679,39676,39676.0,39676,714173,351389.4761904762,39676
pr299.tsp,299,44850,TSP,false,0.25,74,10916,10916.0,10916,129873,122820.6,117599,9745,9745.0,9745,129873,63646.28571428572,9745
pr299.tsp,299,44850,TSP,false,0.5,149,21214,21214.0,21214,312288,297753.4,276404,21214,21214.0,21214,312288,152899.42857142858,21214
pr299.tsp,299,44850,TSP,false,0.75,224,36961,36961.0,36961,508066,484245.7,467074,34697,34697.0,34697,508066,248875.61904761905,34697
pr299.tsp,299,44850,TSP,true,0.25,74,13016,13016.0,13016,137829,123034.6,113572,10701,10701.0,10701,137829,64303.42857142857,10701
pr299.tsp,299,44850,TSP,true,0.5,149,24674,24674.0,24674,315010,294542.9,274162,24498,24498.0,24498,315010,153099.19047619047,24498
pr299.tsp,299,44850,TSP,true,0.75,224,38168,38168.0,38168,494755,480974.7,471485,37752,37752.0,37752,494755,248830.2380952381,37752
pr439.tsp,439,96580,TSP,false,0.25,109,45802,45802.0,45802,378861,332129.8,277974,16785,16785.0,16785,378861,168330.95238095237,16785
pr439.tsp,439,96580,TSP,false,0.5,219,66746,66746.0,66746,807727,775951.6,718609,37397,37397.0,37397,807727,390487.2380952381,37397
pr439.tsp,439,96580,TSP,false,0.75,329,93064,93064.0,93064,1287110,1245047.7,1172425,70604,70604.0,70604,1287110,630932.4285714285,70604
pr439.tsp,439,96580,TSP,true,0.25,109,51262,51262.0,51262,360140,341221.8,313689,17574,17574.0,17574,360140,173296.19047619047,17574
pr439.tsp,439,96580,TSP,true,0.5,219,73963,73963.0,73963,843300,786610.0,741424,42218,42218.0,42218,843300,398202.04761904763,42218
pr439.tsp,439,96580,TSP,true,0.75,329,100623,100623.0,100623,1285023,1252529.8,1170096,73799,73799.0,73799,1285023,636376.7142857143,73799
pr76.tsp,76,2926,TSP,false,0.25,19,19314,19314.0,19314,53070,44736.8,37789,16219,16219.0,16219,53070,29946.285714285714,16219
pr76.tsp,76,2926,TSP,false,0.5,38,40437,40437.0,40437,173404,157537.3,142832,34620,34620.0,34620,173404,93429.04761904762,34620
pr76.tsp,76,2926,TSP,false,0.75,57,64374,64374.0,64374,321998,305117.1,286533,61660,61660.0,61660,321998,177721.19047619047,61660
pr76.tsp,76,2926,TSP,true,0.25,19,31392,31392.0,31392,49657,42478.5,38610,20932,20932.0,20932,49657,31690.333333333332,20932
pr76.tsp,76,2926,TSP,true,0.5,38,50980,50980.0,50980,175760,158127.6,143389,36701,36701.0,36701,175760,95203.14285714286,36701
pr76.tsp,76,2926,TSP,true,0.75,57,74518,74518.0,74518,308535,296311.1,264808,67040,67040.0,67040,308535,176572.80952380953,67040
rat195.tsp,195,19110,TSP,false,0.25,48,543,543.0,543,3323,3149.3,2926,527,527.0,527,3323,1776.4761904761904,527
rat195.tsp,195,19110,TSP,false,0.5,97,1159,1159.0,1159,8519,8197.4,7699,1082,1082.0,1082,8519,4473.952380952381,1082
rat195.tsp,195,19110,TSP,false,0.75,146,2109,2109.0,2109,14137,13636.4,13109,1685,1685.0,1685,14137,7396.333333333333,1685
rat195.tsp,195,19110,TSP,true,0.25,48,631,631.0,631,3841,3187.2,2689,554,554.0,554,3841,1811.5714285714287,554
rat195.tsp,195,19110,TSP,true,0.5,97,1271,1271.0,1271,9190,8535.2,7853,1193,1193.0,1193,9190,4693.0,1193
rat195.tsp,195,19110,TSP,true,0.75,146,2278,2278.0,2278,14164,13684.5,13202,1862,1862.0,1862,14164,7511.571428571428,1862
rat575.tsp,575,165600,TSP,false,0.25,143,1603,1603.0,1603,23531,22187.4,19634,1578,1578.0,1578,23531,11393.190476190477,1578
rat575.tsp,575,165600,TSP,false,0.5,287,3532,3532.0,3532,51053,49569.7,47657,3301,3301.0,3301,51053,25344.714285714286,3301
rat575.tsp,575,165600,TSP,false,0.75,431,5594,5594.0,5594,79083,77143.6,72446,5204,5204.0,5204,79083,39479.52380952381,5204
rat575.tsp,575,165600,TSP,true,0.25,143,1892,1892.0,1892,22373,21806.5,20972,1661,1661.0,1661,22373,11265.095238095239,1661
rat575.tsp,575,165600,TSP,true,0.5,287,3876,3876.0,3876,50897,49031.0,47522,3445,3445.0,3445,50897,25173.14285714286,3445
rat575.tsp,575,165600,TSP,true,0.75,431,5670,5670.0,5670,78722,77368.4,75322,5303,5303.0,5303,78722,39637.333333333336,5303
rat783.tsp,783,306936,TSP,false,0.25,195,2191,2191.0,2191,39824,37452.0,35194,2101,2101.0,2101,39824,18939.095238095237,2101
rat783.tsp,783,306936,TSP,false,0.5,391,4472,4472.0,4472,80596,78766.3,75093,4322,4322.0,4322,80596,39778.80952380953,4322
rat783.tsp,783,306936,TSP,false,0.75,587,7097,7097.0,7097,127169,124214.5,121617,6729,6729.0,6729,127169,62692.0,6729
rat783.tsp,783,306936,TSP,true,0.25,195,2707,2707.0,2707,38560,35933.7,33618,2181,2181.0,2181,38560,18278.761904761905,2181
rat783.tsp,783,306936,TSP,true,0.5,391,4750,4750.0,4750,82639,80979.8,79039,4467,4467.0,4467,82639,40915.142857142855,4467
rat783.tsp,783,306936,TSP,true,0.75,587,7574,7574.0,7574,127677,124019.6,118553,6956,6956.0,6956,127677,62730.0,6956
rat99.tsp,99,4950,TSP,false,0.25,24,253,253.0,253,835,755.4,647,246,246.0,246,835,488.9047619047619,246
rat99.tsp,99,4950,TSP,false,0.5,49,577,577.0,577,2675,2474.0,2186,544,544.0,544,2675,1464.6190476190477,544
rat99.tsp,99,4950,TSP,false,0.75,74,876,876.0,876,4799,4579.5,4193,869,869.0,869,4799,2636.2380952380954,869
rat99.tsp,99,4950,TSP,true,0.25,24,333,333.0,333,872,757.8,579,265,265.0,265,872,502.9047619047619,265
rat99.tsp,99,4950,TSP,true,0.5,49,636,636.0,636,2743,2606.9,2407,582,582.0,582,2743,1548.8095238095239,582
rat99.tsp,99,4950,TSP,true,0.75,74,948,948.0,948,4758,4502.7,4247,936,936.0,936,4758,2635.0,936
rbg323.atsp,323,104329,ATSP,false,0.25,80,220,220.0,220,1230,1169.8,1139,197,197.0,197,1230,661.3333333333334,197
rbg323.atsp,323,104329,ATSP,false,0.5,161,461,461.0,461,2701,2644.1,2583,450,450.0,450,2701,1495.3333333333333,450
rbg323.atsp,323,104329,ATSP,false,0.75,242,758,758.0,758,4232,4143.4,3962,732,732.0,732,4232,2357.714285714286,732
rbg323.atsp,323,104329,ATSP,true,0.25,80,226,226.0,226,1233,1173.3,1123,216,211.6,206,1233,670.2380952380952,206
rbg323.atsp,323,104329,ATSP,true,0.5,161,494,494.0,494,2744,2639.7,2552,453,453.0,453,2744,1496.2380952380952,453
rbg323.atsp,323,104329,ATSP,true,0.75,242,748,748.0,748,4212,4140.6,4054,741,740.9,740,4212,2360.1428571428573,740
rbg358.atsp,358,128164,ATSP,false,0.25,89,272,272.0,272,1361,1314.4,1265,245,241.5,210,1361,753.8571428571429,210
rbg358.atsp,358,128164,ATSP,false,0.5,179,519,519.0,519,3084,2973.1,2869,486,486.0,486,3084,1671.904761904762,486
rbg358.atsp,358,128164,ATSP,false,0.75,268,877,877.0,877,4683,4596.4,4495,827,827.0,827,4683,2624.3333333333335,827
rbg358.atsp,358,128164,ATSP,true,0.25,89,292,292.0,292,1374,1325.0,1274,258,257.5,253,1374,767.4761904761905,253
rbg358.atsp,358,128164,ATSP,true,0.5,179,540,540.0,540,3055,2966.4,2865,487,487.0,487,3055,1670.1904761904761,487
rbg358.atsp,358,128164,ATSP,true,0.75,268,898,898.0,898,4737,4634.8,4501,843,843.0,843,4737,2651.2380952380954,843
rbg403.atsp,403,162409,ATSP,false,0.25,100,188,188.0,188,1576,1494.6,1469,162,162.0,162,1576,797.8095238095239,162
rbg403.atsp,403,162409,ATSP,false,0.5,201,557,557.0,557,3393,3320.6,3199,533,533.0,533,3393,1861.5714285714287,533
rbg403.atsp,403,162409,ATSP,false,0.75,302,1213,1213.0,1213,5296,5203.3,5048,1172,1172.0,1172,5296,3093.6190476190477,1172
rbg403.atsp,403,162409,ATSP,true,0.25,100,203,203.0,203,1505,1460.7,1390,172,169.6,162,1505,786.0,162
rbg403.atsp,403,162409,ATSP,true,0.5,201,578,578.0,578,3398,3312.8,3254,537,536.6,534,3398,1860.5714285714287,534
rbg403.atsp,403,162409,ATSP,true,0.75,302,1217,1217.0,1217,5322,5203.6,5114,1168,1168.0,1168,5322,3092.0476190476193,1168
rbg443.atsp,443,196249,ATSP,false,0.25,110,268,268.0,268,1715,1615.4,1550,228,228.0,228,1715,890.5714285714286,228
rbg443.atsp,443,196249,ATSP,false,0.5,221,563,563.0,563,3722,3609.8,3473,548,548.0,548,3722,2006.7142857142858,548
rbg443.atsp,443,196249,ATSP,false,0.75,332,1397,1397.0,1397,5744,5650.9,5608,1364,1364.0,1364,5744,3406.9523809523807,1364
rbg443.atsp,443,196249,ATSP,true,0.25,110,270,270.0,270,1739,1657.4,1601,230,230.0,230,1739,911.6190476190476,230
rbg443.atsp,443,196249,ATSP,true,0.5,221,565,565.0,565,3684,3581.4,3461,562,562.0,562,3684,1999.952380952381,562
rbg443.atsp,443,196249,ATSP,true,0.75,332,1385,1385.0,1385,5708,5637.2,5526,1359,1359.0,1359,5708,3397.4761904761904,1359
rd100.tsp,100,5050,TSP,false,0.25,25,1747,1747.0,1747,6642,5983.0,4928,1257,1257.0,1257,6642,3530.809523809524,1257
rd100.tsp,100,5050,TSP,false,0.5,50,3103,3103.0,3103,19447,17937.4,16581,3086,3086.0,3086,19447,10158.904761904761,3086
rd100.tsp,100,5050,TSP,false,0.75,75,6087,6087.0,6087,33803,31349.6,29959,5625,5625.0,5625,33803,17896.809523809523,5625
rd100.tsp,100,5050,TSP,true,0.25,25,2057,2057.0,2057,7248,5817.2,3862,1538,1538.0,1538,7248,3600.4285714285716,1538
rd100.tsp,100,5050,TSP,true,0.5,50,3844,3844.0,3844,18628,18128.9,17006,3691,3691.0,3691,18628,10573.47619047619,3691
rd100.tsp,100,5050,TSP,true,0.75,75,6930,6930.0,6930,32111,30282.0,27206,6040,6040.0,6040,32111,17626.190476190477,6040
rd400.tsp,400,80200,TSP,false,0.25,100,3680,3680.0,3680,40795,38758.6,35500,3225,3225.0,3225,40795,20167.428571428572,3225
rd400.tsp,400,80200,TSP,false,0.5,200,7858,7858.0,7858,93157,89671.9,87445,6834,6834.0,6834,93157,46329.380952380954,6834
rd400.tsp,400,80200,TSP,false,0.75,300,12846,12846.0,12846,146440,141865.8,136918,11108,11108.0,11108,146440,73456.38095238095,11108
rd400.tsp,400,80200,TSP,true,0.25,100,4504,4504.0,4504,41268,38718.4,35938,3540,3540.0,3540,41268,20337.52380952381,3540
rd400.tsp,400,80200,TSP,true,0.5,200,7959,7959.0,7959,92947,90111.4,85683,7270,7270.0,7270,92947,46751.09523809524,7270
rd400.tsp,400,80200,TSP,true,0.75,300,13103,13103.0,13103,145180,141443.3,137890,11512,11512.0,11512,145180,73459.80952380953,11512
ry48p.atsp,48,2304,ATSP,false,0.25,12,2803,2803.0,2803,4212,3380.1,2654,1871,1871.0,1871,4212,2634.0,1871
ry48p.atsp,48,2304,ATSP,false,0.5,24,6506,6506.0,6506,14111,12571.6,11248,5086,5086.0,5086,14111,8718.190476190477,5086
ry48p.atsp,48,2304,ATSP,false,0.75,36,11826,11826.0,11826,26844,25020.9,23800,9585,9585.0,9585,26844,17042.14285714286,9585
ry48p.atsp,48,2304,ATSP,true,0.25,12,3427,3427.0,3427,4770,3645.8,2692,1941,1941.0,1941,4770,2823.5714285714284,1941
ry48p.atsp,48,2304,ATSP,true,0.5,24,6849,6849.0,6849,12768,11725.1,10274,5858,5858.0,5858,12768,8699.047619047618,5858
ry48p.atsp,48,2304,ATSP,true,0.75,36,13071,13071.0,13071,28180,25598.5,24105,9649,9649.0,9649,28180,17406.95238095238,9649
si175.tsp,175,15400,TSP (M.~Hofmeister),false,0.25,43,5458,5458.0,5458,9566,9167.2,8940,4542,4542.0,4542,9566,6788.0952380952385,4542
si175.tsp,175,15400,TSP (M.~Hofmeister),false,0.5,87,10342,10342.0,10342,21557,20877.1,20389,10062,10062.0,10062,21557,15225.380952380952,10062
si175.tsp,175,15400,TSP (M.~Hofmeister),false,0.75,131,16018,16018.0,16018,33138,32554.8,32226,15555,15555.0,15555,33138,23672.190476190477,15555
si175.tsp,175,15400,TSP (M.~Hofmeister),true,0.25,43,5533,5533.0,5533,9853,9044.5,8500,4738,4738.0,4738,9853,6826.571428571428,4738
si175.tsp,175,15400,TSP (M.~Hofmeister),true,0.5,87,10517,10517.0,10517,21098,20603.9,19930,10180,10179.0,10170,21098,15159.333333333334,10170
si175.tsp,175,15400,TSP (M.~Hofmeister),true,0.75,131,16259,16259.0,16259,33323,32630.5,31950,15726,15726.0,15726,33323,23801.14285714286,15726
si535.tsp,535,143380,TSP (M.~Hofmeister),false,0.25,133,11597,11597.0,11597,34290,33479.5,32267,11179,11179.0,11179,34290,21818.190476190477,11179
si535.tsp,535,143380,TSP (M.~Hofmeister),false,0.5,267,23512,23512.0,23512,74410,72601.7,71502,23230,23230.0,23230,74410,46753.76190476191,23230
si535.tsp,535,143380,TSP (M.~Hofmeister),false,0.75,401,36767,36767.0,36767,113094,111638.0,110513,36114,36094.3,35932,113094,72099.52380952382,35932
si535.tsp,535,143380,TSP (M.~Hofmeister),true,0.25,133,11738,11738.0,11738,35146,33798.6,31846,11283,11283.0,11283,35146,22026.380952380954,11283
si535.tsp,535,143380,TSP (M.~Hofmeister),true,0.5,267,23690,23690.0,23690,73600,72460.1,71338,23396,23396.0,23396,73600,46773.857142857145,23396
si535.tsp,535,143380,TSP (M.~Hofmeister),true,0.75,401,37019,37019.0,37019,113566,111871.5,110353,36366,36324.4,36221,113566,72332.28571428571,36221
st70.tsp,70,2485,TSP,false,0.25,17,109,109.0,109,342,293.4,260,105,105.0,105,342,194.9047619047619,105
st70.tsp,70,2485,TSP,false,0.5,35,312,312.0,312,1083,1057.4,1034,262,262.0,262,1083,643.1428571428571,262
st70.tsp,70,2485,TSP,false,0.75,52,477,477.0,477,2013,1911.8,1840,448,448.0,448,2013,1146.4285714285713,448
st70.tsp,70,2485,TSP,true,0.25,17,177,177.0,177,335,303.9,272,127,127.0,127,335,213.61904761904762,127
st70.tsp,70,2485,TSP,true,0.5,35,350,350.0,350,1124,1073.3,967,290,290.0,290,1124,665.8571428571429,290
st70.tsp,70,2485,TSP,true,0.75,52,518,518.0,518,1948,1863.6,1770,458,458.0,458,1948,1130.1904761904761,458
swiss42.tsp,42,1764,TSP,false,0.25,10,175,175.0,175,257,214.5,177,146,146.0,146,257,180.0,146
swiss42.tsp,42,1764,TSP,false,0.5,21,422,422.0,422,1161,1035.7,935,417,417.0,417,1161,711.8571428571429,417
swiss42.tsp,42,1764,TSP,false,0.75,31,761,761.0,761,2292,2097.5,1883,731,731.0,731,2292,1383.142857142857,731
swiss42.tsp,42,1764,TSP,true,0.25,10,218,218.0,218,234,203.1,189,167,166.6,163,234,186.42857142857142,163
swiss42.tsp,42,1764,TSP,true,0.5,21,489,489.0,489,1221,1061.1,942,456,456.0,456,1221,745.7142857142857,456
swiss42.tsp,42,1764,TSP,true,0.75,31,783,783.0,783,2306,2143.7,2048,723,723.0,723,2306,1402.3809523809523,723
ts225.tsp,225,25425,TSP,false,0.25,56,27500,27500.0,27500,267348,242191.5,213524,27500,27500.0,27500,267348,129734.04761904762,27500
ts225.tsp,225,25425,TSP,false,0.5,112,61000,61000.0,61000,636409,622055.8,605264,55500,55500.0,55500,636409,325550.38095238095,55500
ts225.tsp,225,25425,TSP,false,0.75,168,93508,93508.0,93508,1022890,1001138.7,971602,89207,89207.0,89207,1022890,523665.0,89207
ts225.tsp,225,25425,TSP,true,0.25,56,30041,30041.0,30041,283824,238237.2,218440,29500,29500.0,29500,283824,128924.42857142857,29500
ts225.tsp,225,25425,TSP,true,0.5,112,74713,74713.0,74713,637189,616366.9,590519,58813,58813.0,58813,637189,325072.0,58813
ts225.tsp,225,25425,TSP,true,0.75,168,107159,107159.0,107159,1031472,1003594.1,977061,91500,91500.0,91500,1031472,526576.1904761905,91500
tsp225.tsp,225,25425,TSP,false,0.25,56,905,905.0,905,7171,6132.0,5327,752,752.0,752,7171,3321.190476190476,752
tsp225.tsp,225,25425,TSP,false,0.5,112,2027,2027.0,2027,16718,15533.2,14530,1646,1646.0,1646,16718,8277.095238095239,1646
tsp225.tsp,225,25425,TSP,false,0.75,168,3414,3414.0,3414,26932,26051.7,25229,2708,2708.0,2708,26932,13857.666666666666,2708
tsp225.tsp,225,25425,TSP,true,0.25,56,1059,1059.0,1059,7402,6267.1,5577,896,896.0,896,7402,3461.4285714285716,896
tsp225.tsp,225,25425,TSP,true,0.5,112,2067,2067.0,2067,16539,15496.0,14328,1765,1765.0,1765,16539,8317.952380952382,1765
tsp225.tsp,225,25425,TSP,true,0.75,168,3645,3645.0,3645,26214,25565.6,24698,2728,2728.0,2728,26214,13646.714285714286,2728
u159.tsp,159,12720,TSP,false,0.25,39,8804,8804.0,8804,64815,57602.2,52014,6842,6842.0,6842,64815,31106.95238095238,6842
u159.tsp,159,12720,TSP,false,0.5,79,19357,19357.0,19357,163168,158342.6,150716,16997,16997.0,16997,163168,84416.80952380953,16997
u159.tsp,159,12720,TSP,false,0.75,119,29746,29746.0,29746,275069,265602.1,256701,27169,27169.0,27169,275069,140831.2857142857,27169
u159.tsp,159,12720,TSP,true,0.25,39,10383,10383.0,10383,63294,54220.7,47103,8889,8889.0,8889,63294,30546.666666666668,8889
u159.tsp,159,12720,TSP,true,0.5,79,24261,24261.0,24261,166936,155629.0,134523,20126,20126.0,20126,166936,84848.14285714286,20126
u159.tsp,159,12720,TSP,true,0.75,119,32353,32353.0,32353,271825,265873.5,252716,28971,28971.0,28971,271825,141942.7619047619,28971
u574.tsp,574,165025,TSP,false,0.25,143,8031,8031.0,8031,139938,132228.9,122549,7912,7912.0,7912,139938,67116.19047619047,7912
u574.tsp,574,165025,TSP,false,0.5,287,17527,17527.0,17527,306044,296985.4,284225,17133,17133.0,17133,306044,150414.80952380953,17133
u574.tsp,574,165025,TSP,false,0.75,430,27123,27123.0,27123,475204,462128.9,453377,26744,26744.0,26744,475204,234088.19047619047,26744
u574.tsp,574,165025,TSP,true,0.25,143,9031,9031.0,9031,138947,133022.5,127292,8279,8279.0,8279,138947,67716.47619047618,8279
u574.tsp,574,165025,TSP,true,0.5,287,19272,19272.0,19272,311679,296883.0,288424,18142,18142.0,18142,311679,150929.61904761905,18142
u574.tsp,574,165025,TSP,true,0.75,430,28038,28038.0,28038,471939,463089.8,442848,27165,27165.0,27165,471939,234789.80952380953,27165
u724.tsp,724,262450,TSP,false,0.25,181,8760,8760.0,8760,184913,178532.4,171010,8760,8760.0,8760,184913,89604.0,8760
u724.tsp,724,262450,TSP,false,0.5,362,21166,21166.0,21166,397754,386097.9,375457,20183,20183.0,20183,397754,194475.0,20183
u724.tsp,724,262450,TSP,false,0.75,543,34464,34464.0,34464,608461,598616.6,583394,32634,32634.0,32634,608461,302236.6666666667,32634
u724.tsp,724,262450,TSP,true,0.25,181,9500,9500.0,9500,184418,177363.4,165383,9500,9500.0,9500,184418,89434.95238095238,9500
u724.tsp,724,262450,TSP,true,0.5,362,22955,22955.0,22955,399824,389824.1,375267,20798,20798.0,20798,399824,196627.42857142858,20798
u724.tsp,724,262450,TSP,true,0.75,543,36093,36093.0,36093,612604,603294.7,588269,33732,33732.0,33732,612604,305064.7619047619,33732
ulysses16.tsp,16,136,TSP,false,0.25,4,334,334.0,334,297,297.0,297,297,297.0,297,334,298.76190476190476,297
ulysses16.tsp,16,136,TSP,false,0.5,8,2013,2013.0,2013,1419,1181.1,1065,1121,1120.2,1113,2013,1191.7142857142858,1065
ulysses16.tsp,16,136,TSP,false,0.75,12,3484,3484.0,3484,3409,3204.4,3020,2519,2519.0,2519,3484,2891.3333333333335,2519
ulysses16.tsp,16,136,TSP,true,0.25,4,209,209.0,209,225,225.0,225,188,188.0,188,225,206.61904761904762,188
ulysses16.tsp,16,136,TSP,true,0.5,8,1445,1445.0,1445,1527,1445.9,1401,1245,1245.0,1245,1527,1350.1904761904761,1245
ulysses16.tsp,16,136,TSP,true,0.75,12,3830,3830.0,3830,3313,3140.4,2997,2828,2828.0,2828,3830,3024.4761904761904,2828
ulysses22.tsp,22,253,TSP,false,0.25,5,437,437.0,437,462,356.7,332,360,337.6,332,462,351.42857142857144,332
ulysses22.tsp,22,253,TSP,false,0.5,11,1670,1670.0,1670,1960,1857.2,1685,1438,1438.0,1438,1960,1648.6666666666667,1438
ulysses22.tsp,22,253,TSP,false,0.75,16,3865,3865.0,3865,4450,4093.0,3430,2658,2605.9,2273,4450,3374.0,2273
ulysses22.tsp,22,253,TSP,true,0.25,5,182,182.0,182,614,355.2,276,182,182.0,182,614,264.4761904761905,182
ulysses22.tsp,22,253,TSP,true,0.5,11,1483,1483.0,1483,2191,1905.9,1473,1431,1430.7,1428,2191,1659.4761904761904,1428
ulysses22.tsp,22,253,TSP,true,0.75,16,4275,4275.0,4275,4548,4191.9,3812,3215,3203.2,3097,4548,3725.0476190476193,3097
